DRG_Code,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
313, CHEST PAIN,100088,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,FL - Jacksonville,59,"23,038.16","3,540.81","2,369.10"
313, CHEST PAIN,100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,FL - Jacksonville,44,"20,775.52","3,516.00","2,598.18"
313, CHEST PAIN,100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,FL - Orlando,72,"14,993.48","3,208.08","1,964.59"
313, CHEST PAIN,100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,FL - Pensacola,56,"16,457.25","3,342.07","2,254.53"
313, CHEST PAIN,100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,LAKE WALES,FL,33853,FL - Orlando,50,"21,330.14","3,453.98","1,980.62"
313, CHEST PAIN,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,FL - Gainesville,75,"13,281.78","3,076.00","2,136.64"
313, CHEST PAIN,100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,FL - Orlando,59,"7,341.62","3,285.62","2,299.86"
313, CHEST PAIN,100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,FL - Fort Myers,53,"20,330.79","3,215.00","2,004.60"
313, CHEST PAIN,100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N' LAKE BLVD,SEBRING,FL,33871,FL - Orlando,81,"12,181.77","3,153.87","2,237.98"
313, CHEST PAIN,100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,FL - Orlando,85,"33,164.92","3,520.30","2,652.34"
313, CHEST PAIN,100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,FL - Gainesville,152,"13,024.59","5,268.04","4,509.13"
313, CHEST PAIN,100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,JACKSONVILLE BE,FL,32250,FL - Jacksonville,22,"21,803.90","3,064.45","1,836.90"
313, CHEST PAIN,100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,FL - Ormond Beach,54,"10,975.85","3,728.31","2,604.01"
313, CHEST PAIN,100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,FL - Lakeland,46,"20,316.02","3,383.45","2,048.63"
313, CHEST PAIN,100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,FL - Pensacola,72,"35,976.54","4,669.20","2,161.93"
313, CHEST PAIN,100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,FL - Pensacola,37,"21,115.86","3,221.00","2,168.21"
313, CHEST PAIN,100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,FL - Miami,25,"33,228.60","4,345.88","3,583.80"
313, CHEST PAIN,100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE SOUTH,SAINT PETERSBUR,FL,33707,FL - St. Petersburg,14,"16,189.85","2,894.78","2,178.50"
313, CHEST PAIN,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,FL - Clearwater,37,"13,834.48","3,319.54","2,049.94"
313, CHEST PAIN,100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606,FL - Tampa,78,"40,935.17","5,458.33","4,749.80"
313, CHEST PAIN,100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,FL - Fort Lauderdale,23,"16,744.21","4,238.82","3,500.13"
313, CHEST PAIN,100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,FL - Miami,146,"23,572.05","3,474.82","2,645.70"
313, CHEST PAIN,100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,FL - Lakeland,16,"19,798.00","3,224.18","2,241.68"
313, CHEST PAIN,100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,FL - Tallahassee,43,"15,678.41","3,481.32","2,485.06"
313, CHEST PAIN,100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,DAVENPORT,FL,33837,FL - Orlando,56,"33,923.48","3,462.82","2,371.16"
313, CHEST PAIN,100139,TRI COUNTY HOSPITAL - WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,FL - Gainesville,13,"5,338.15","3,218.00","2,444.15"
313, CHEST PAIN,100142,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,AL - Dothan,15,"9,210.33","4,517.46","2,010.40"
313, CHEST PAIN,100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,FL - Miami,29,"21,233.34","4,447.00","3,534.10"
313, CHEST PAIN,100151,MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,FL - Jacksonville,15,"11,541.26","4,301.33","3,511.06"
313, CHEST PAIN,100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,FL - Gainesville,71,"22,716.53","4,039.42","2,770.64"
313, CHEST PAIN,100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,FL - Lakeland,55,"17,494.52","3,185.89","2,324.60"
313, CHEST PAIN,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,FL - Orlando,59,"20,060.52","3,184.05","2,140.91"
313, CHEST PAIN,100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,FL - Sarasota,26,"27,684.96","2,968.57","2,030.73"
313, CHEST PAIN,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,FL - Fort Lauderdale,29,"26,004.62","4,299.17","3,586.79"
313, CHEST PAIN,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,FL - Fort Lauderdale,54,"17,675.01","3,142.00","2,257.68"
313, CHEST PAIN,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,FL - Tampa,98,"23,904.22","4,537.30","2,122.52"
313, CHEST PAIN,100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARD,FL,33410,FL - Fort Lauderdale,45,"26,126.82","3,146.00","2,424.31"
313, CHEST PAIN,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,102,"31,668.32","3,623.87","2,149.13"
313, CHEST PAIN,100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBUR,FL,33710,FL - St. Petersburg,22,"40,866.63","3,808.09","2,685.27"
313, CHEST PAIN,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,FL - Miami,35,"29,136.54","4,449.00","3,612.65"
313, CHEST PAIN,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,82,"33,203.35","4,507.00","3,670.75"
313, CHEST PAIN,100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,FL - Fort Lauderdale,24,"32,990.37","3,398.37","2,392.37"
313, CHEST PAIN,100191,MEDICAL CENTER OF TRINITY,9330 SR 54,TRINITY,FL,34655,FL - Hudson,79,"32,490.72","3,178.48","2,110.96"
313, CHEST PAIN,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,101,"35,349.07","3,241.14","2,131.35"
313, CHEST PAIN,100206,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,TAMPA,FL,33609,FL - Tampa,46,"22,175.23","2,922.71","2,074.34"
313, CHEST PAIN,100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,FL - Miami,38,"26,152.10","4,849.28","2,641.21"
313, CHEST PAIN,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,82,"25,009.81","3,072.95","1,984.98"
313, CHEST PAIN,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,61,"20,738.18","3,011.72","1,972.45"
313, CHEST PAIN,100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,FL - Orlando,62,"17,133.29","3,126.30","2,347.40"
313, CHEST PAIN,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FORT MYERS,FL,33912,FL - Fort Myers,371,"15,467.52","3,266.87","2,165.28"
313, CHEST PAIN,100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEA,FL,32547,FL - Pensacola,59,"41,919.28","3,154.94","2,072.06"
313, CHEST PAIN,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,30,"36,573.30","3,514.90","2,200.33"
313, CHEST PAIN,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,103,"35,806.43","3,305.06","2,229.82"
313, CHEST PAIN,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,38,"32,954.05","3,942.26","1,901.92"
313, CHEST PAIN,100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,FL - Miami,20,"17,868.25","3,646.65","2,859.05"
313, CHEST PAIN,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,54,"25,394.85","2,875.77","2,145.03"
313, CHEST PAIN,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,70,"13,460.18","3,875.08","2,192.08"
313, CHEST PAIN,100234,COLUMBIA HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,FL - Fort Lauderdale,24,"34,109.41","3,763.25","2,825.25"
313, CHEST PAIN,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,61,"29,502.95","3,200.19","2,095.55"
313, CHEST PAIN,100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBUR,FL,33709,FL - St. Petersburg,116,"33,809.68","3,265.37","2,426.93"
313, CHEST PAIN,100239,EDWARD WHITE HOSPITAL,2323 9TH AVE N,SAINT PETERSBUR,FL,33713,FL - St. Petersburg,20,"34,041.05","3,257.15","2,229.40"
313, CHEST PAIN,100242,GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,FL - Panama City,43,"30,618.11","3,197.23","2,360.76"
313, CHEST PAIN,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,171,"35,280.50","3,487.87","2,354.14"
313, CHEST PAIN,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,136,"13,563.06","2,976.95","2,000.25"
313, CHEST PAIN,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,FL - Orlando,74,"31,214.97","4,006.28","2,644.86"
313, CHEST PAIN,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,66,"25,493.63","3,565.00","2,182.54"
313, CHEST PAIN,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,FL - Ocala,59,"12,703.25","3,073.66","1,946.83"
313, CHEST PAIN,100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,FL - Orlando,13,"22,286.00","5,289.30","2,240.23"
313, CHEST PAIN,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,FL - Fort Lauderdale,23,"19,744.52","3,594.13","2,124.95"
313, CHEST PAIN,100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,FL - Tallahassee,141,"20,901.16","3,288.85","2,497.92"
313, CHEST PAIN,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,FL,34667,FL - Hudson,169,"27,368.56","2,963.90","2,021.55"
313, CHEST PAIN,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,71,"25,914.01","3,267.84","2,304.94"
313, CHEST PAIN,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,95,"29,156.82","2,893.00","1,957.71"
313, CHEST PAIN,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCI,FL,34952,FL - Fort Lauderdale,50,"24,867.52","4,050.56","2,283.04"
313, CHEST PAIN,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,FL - Hudson,75,"32,708.73","2,927.68","2,014.88"
313, CHEST PAIN,100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,FL - Clearwater,33,"14,303.81","3,183.24","1,800.09"
313, CHEST PAIN,100266,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,FL - Pensacola,25,"18,971.88","2,769.00","1,828.36"
313, CHEST PAIN,100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,FL - Sarasota,44,"28,509.52","2,988.09","1,922.18"
313, CHEST PAIN,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,FL - Fort Lauderdale,32,"18,245.93","3,604.21","2,318.25"
313, CHEST PAIN,100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,FL - Fort Lauderdale,24,"25,589.79","4,009.83","2,829.37"
313, CHEST PAIN,100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,FL - Fort Lauderdale,40,"16,969.37","3,727.40","2,864.97"
313, CHEST PAIN,100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,FL - Miami,64,"25,727.73","3,608.62","2,654.79"
313, CHEST PAIN,100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,FL - Miami,18,"14,749.00","5,227.83","4,350.94"
313, CHEST PAIN,100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,FL - Miami,14,"28,049.42","4,388.71","2,664.28"
313, CHEST PAIN,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,FL - Fort Myers,18,"24,371.00","3,029.00","2,340.77"
313, CHEST PAIN,100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,FL - Fort Lauderdale,33,"25,811.72","3,669.48","2,718.69"
313, CHEST PAIN,100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,FL - Fort Lauderdale,14,"22,209.00","4,483.00","3,497.07"
313, CHEST PAIN,100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33331,FL - Miami,31,"14,260.90","3,226.67","2,394.03"
313, CHEST PAIN,100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,FL - Orlando,48,"16,107.72","2,973.70","2,141.97"
313, CHEST PAIN,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,FL - Orlando,36,"15,212.69","3,122.50","2,350.19"
313, CHEST PAIN,100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,FL - Miami,20,"41,853.00","6,207.65","2,782.20"
313, CHEST PAIN,100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,FL,34769,FL - Orlando,56,"20,391.28","3,112.62","1,868.39"
313, CHEST PAIN,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,FL - Jacksonville,55,"16,836.81","2,857.41","2,182.29"
313, CHEST PAIN,110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,GA - Atlanta,21,"18,842.09","3,322.80","2,172.33"
313, CHEST PAIN,110003,SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,WAYCROSS,GA,31501,FL - Jacksonville,134,"15,532.20","3,315.81","2,352.95"
313, CHEST PAIN,110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,GA - Atlanta,13,"29,851.61","3,104.84","2,175.53"
313, CHEST PAIN,110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,GA - Atlanta,24,"13,741.33","3,376.75","2,412.91"
313, CHEST PAIN,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,GA - Albany,13,"17,054.15","4,050.61","2,726.38"
313, CHEST PAIN,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,38,"14,172.97","4,462.07","3,481.18"
313, CHEST PAIN,110016,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,57,"14,545.85","4,281.45","2,115.75"
313, CHEST PAIN,110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,GA - Atlanta,23,"8,520.73","3,232.69","2,208.91"
313, CHEST PAIN,110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GA - Rome,21,"15,068.23","3,344.66","2,329.61"
313, CHEST PAIN,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,17,"14,878.35","3,357.23","2,175.29"
313, CHEST PAIN,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,21,"13,508.19","4,090.09","3,446.28"
313, CHEST PAIN,110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,92,"13,571.60","3,554.44","2,324.48"
313, CHEST PAIN,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,144,"17,832.35","3,380.43","2,301.33"
313, CHEST PAIN,110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,37,"26,254.48","3,370.43","2,351.51"
313, CHEST PAIN,110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,26,"21,340.84","3,649.80","2,408.19"
313, CHEST PAIN,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,29,"10,825.48","5,091.31","4,160.00"
313, CHEST PAIN,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,223,"17,258.79","3,345.01","2,180.96"
313, CHEST PAIN,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,92,"13,707.29","3,880.43","2,956.96"
313, CHEST PAIN,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,19,"13,648.94","3,075.05","2,128.52"
313, CHEST PAIN,110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,GA - Augusta,14,"11,259.92","3,298.71","1,996.71"
313, CHEST PAIN,110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,GA - Atlanta,14,"7,215.14","3,710.42","2,904.14"
313, CHEST PAIN,110042,WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,DALLAS,GA,30132,GA - Atlanta,37,"11,142.86","3,461.72","2,399.59"
313, CHEST PAIN,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,29,"15,836.31","2,923.68","1,992.37"
313, CHEST PAIN,110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,30680,GA - Atlanta,26,"16,726.53","3,684.92","2,850.69"
313, CHEST PAIN,110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,MONROE,GA,30655,GA - Atlanta,27,"16,115.85","3,452.92","2,393.96"
313, CHEST PAIN,110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,76,"17,069.25","4,133.96","2,923.38"
313, CHEST PAIN,110064,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,32,"13,538.81","4,170.62","3,126.25"
313, CHEST PAIN,110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,100,"10,942.88","3,495.55","2,287.63"
313, CHEST PAIN,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,40,"21,267.80","3,692.55","2,565.90"
313, CHEST PAIN,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,38,"14,646.34","3,602.84","2,548.23"
313, CHEST PAIN,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,59,"12,908.84","4,665.66","2,731.77"
313, CHEST PAIN,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,63,"16,545.55","4,052.36","3,137.39"
313, CHEST PAIN,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,76,"13,597.30","5,094.44","4,223.23"
313, CHEST PAIN,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,17,"13,377.82","2,993.64","2,098.47"
313, CHEST PAIN,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,79,"17,161.68","3,225.63","2,148.30"
313, CHEST PAIN,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,36,"18,576.77","3,403.97","2,590.77"
313, CHEST PAIN,110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,FL - Jacksonville,68,"12,332.42","3,041.82","2,113.89"
313, CHEST PAIN,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,32,"14,295.90","3,685.43","2,764.09"
313, CHEST PAIN,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,117,"13,811.35","3,246.70","2,282.00"
313, CHEST PAIN,110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,FL - Tallahassee,15,"12,014.86","4,308.13","2,325.93"
313, CHEST PAIN,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,179,"12,924.95","3,823.04","2,817.70"
313, CHEST PAIN,110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,GA - Augusta,11,"8,275.45","3,301.36","2,686.81"
313, CHEST PAIN,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,28,"28,921.14","4,398.00","3,673.71"
313, CHEST PAIN,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,46,"12,137.65","3,382.52","2,570.10"
313, CHEST PAIN,110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,GA - Savannah,41,"10,387.00","3,562.00","2,628.73"
313, CHEST PAIN,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,32,"19,815.59","3,938.65","2,711.12"
313, CHEST PAIN,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,GA - Savannah,19,"10,715.36","3,334.31","1,640.10"
313, CHEST PAIN,110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,54,"9,996.64","3,005.29","1,993.72"
313, CHEST PAIN,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,129,"20,451.51","3,796.06","2,804.17"
313, CHEST PAIN,110163,PHOEBE NORTH,2000 PALMYRA RD BOX 1908,ALBANY,GA,31701,GA - Albany,11,"15,254.27","3,879.72","1,827.36"
313, CHEST PAIN,110164,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,GA,31217,GA - Macon,63,"18,163.80","3,590.66","2,338.57"
313, CHEST PAIN,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,GA - Atlanta,75,"15,847.13","3,786.45","2,922.20"
313, CHEST PAIN,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,GA - Rome,53,"19,182.81","3,276.98","1,970.03"
313, CHEST PAIN,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GA - Augusta,42,"27,837.69","3,648.33","2,378.64"
