ZIP,City/Location Name,STATE,Zip Code Designation
49927,Gaastra,MI,Low Income Area/HPSA
48735,Gagetown,MI,Low Income Area/HPSA
49835,Garden,MI,Low Income Area
49735,Gaylord,MI,Low Income Area/HPSA
49836,Germfask,MI,Low Income Area/HPSA
49837,Gladstone,MI,Low Income Area
48624,Gladwin,MI,Low Income Area/HPSA
48737,Glennie,MI,Low Income Area/HPSA
49055,Gobles,MI,Low Income Area/HPSA
49736,Goetzville,MI,HPSA
48027,Goodells,MI,HPSA
49838,Gould City,MI,Low Income Area/HPSA
49326,Gowen,MI,Low Income Area/HPSA
49417,Grand Haven,MI,HPSA
49056,Grand Junction,MI,Low Income Area/HPSA
48837,Grand Ledge,MI,HPSA
49839,Grand Marais,MI,Low Income Area/HPSA
49544,Grand Rapids,MI,Low Income Area/HPSA
49503,Grand Rapids,MI,Low Income Area
49504,Grand Rapids,MI,Low Income Area
49505,Grand Rapids,MI,Low Income Area
49507,Grand Rapids,MI,Low Income Area
49508,Grand Rapids,MI,Low Income Area
49548,Grand Rapids,MI,Low Income Area
49525,Grand Rapids,MI,HPSA
49534,Grand Rapids,MI,HPSA
49418,Grandville,MI,HPSA
49327,Grant,MI,Low Income Area/HPSA
49240,Grass Lake,MI,HPSA
49637,Grawn,MI,HPSA
49738,Grayling,MI,Low Income Area/HPSA
48738,Greenbush,MI,Low Income Area/HPSA
48838,Greenville,MI,Low Income Area/HPSA
49840,Gulliver,MI,Low Income Area
49841,Gwinn,MI,Low Income Area/HPSA
48739,Hale,MI,Low Income Area/HPSA
49419,Hamilton,MI,HPSA
48212,Hamtramck,MI,Low Income Area/HPSA
49930,Hancock,MI,Low Income Area/HPSA
49241,Hanover,MI,Low Income Area/HPSA
48441,Harbor Beach,MI,Low Income Area/HPSA
49740,Harbor Springs,MI,HPSA
49638,Harrietta,MI,Low Income Area/HPSA
48625,Harrison,MI,Low Income Area/HPSA
48740,Harrisville,MI,Low Income Area
48028,Harsens Island,MI,HPSA
49420,Hart,MI,Low Income Area/HPSA
49057,Hartford,MI,Low Income Area/HPSA
49058,Hastings,MI,Low Income Area
49743,Hawks,MI,Low Income Area
48030,Hazel Park,MI,Low Income Area
49847,Hermansville,MI,Low Income Area/HPSA
49744,Herron,MI,Low Income Area/HPSA
49639,Hersey,MI,Low Income Area/HPSA
49421,Hesperia,MI,Low Income Area/HPSA
48203,Highland Park,MI,Low Income Area/HPSA
49746,Hillman,MI,Low Income Area/HPSA
49242,Hillsdale,MI,Low Income Area
49423,Holland,MI,Low Income Area/HPSA
49424,Holland,MI,HPSA
49425,Holton,MI,Low Income Area/HPSA
49245,Homer,MI,Low Income Area
49640,Honor,MI,Low Income Area/HPSA
48628,Hope,MI,Low Income Area/HPSA
49328,Hopkins,MI,Low Income Area
49246,Horton,MI,HPSA
49931,Houghton,MI,Low Income Area/HPSA
48629,Houghton Lake,MI,Low Income Area/HPSA
49329,Howard City,MI,Low Income Area/HPSA
49747,Hubbard Lake,MI,Low Income Area/HPSA
48845,Hubbardston,MI,Low Income Area/HPSA
49247,Hudson,MI,Low Income Area/HPSA
49426,Hudsonville,MI,HPSA
49642,Idlewild,MI,Low Income Area/HPSA
48444,Imlay City,MI,Low Income Area/HPSA
49749,Indian River,MI,Low Income Area/HPSA
49848,Ingalls,MI,Low Income Area/HPSA
48141,Inkster,MI,Low Income Area/HPSA
49643,Interlochen,MI,HPSA
49643,Interlochen,MI,HPSA
48846,Ionia,MI,Low Income Area/HPSA
49935,Iron River,MI,Low Income Area/HPSA
49644,Irons,MI,Low Income Area/HPSA
49938,Ironwood,MI,Low Income Area/HPSA
48847,Ithaca,MI,Low Income Area/HPSA
49201,Jackson,MI,Low Income Area/HPSA
49202,Jackson,MI,Low Income Area/HPSA
49203,Jackson,MI,Low Income Area/HPSA
49248,Jasper,MI,HPSA
48032,Jeddo,MI,HPSA
48032,Jeddo,MI,HPSA
49428,Jenison,MI,HPSA
49249,Jerome,MI,HPSA
49751,Johannesburg,MI,Low Income Area/HPSA
49061,Jones,MI,Low Income Area
49250,Jonesville,MI,Low Income Area/HPSA
49001,Kalamazoo,MI,Low Income Area
49004,Kalamazoo,MI,Low Income Area
49006,Kalamazoo,MI,Low Income Area
49007,Kalamazoo,MI,Low Income Area
49008,Kalamazoo,MI,Low Income Area
49048,Kalamazoo,MI,Low Income Area
49645,Kaleva,MI,Low Income Area/HPSA
49646,Kalkaska,MI,Low Income Area
48320,Keego Harbor,MI,Low Income Area
49330,Kent City,MI,Low Income Area/HPSA
49788,Kincheloe,MI,Low Income Area/HPSA
48445,Kinde,MI,Low Income Area
49802,Kingsford,MI,Low Income Area
49649,Kingsley,MI,Low Income Area/HPSA
48741,Kingston,MI,Low Income Area/HPSA
49752,Kinross,MI,Low Income Area/HPSA
49753,Lachine,MI,Low Income Area/HPSA
48632,Lake,MI,Low Income Area/HPSA
49650,Lake Ann,MI,Low Income Area
49651,Lake City,MI,Low Income Area/HPSA
49945,Lake Linden,MI,Low Income Area/HPSA
48849,Lake Odessa,MI,Low Income Area/HPSA
49116,Lakeside,MI,Low Income Area
48850,Lakeview,MI,Low Income Area/HPSA
49946,Lanse,MI,Low Income Area
48906,Lansing,MI,Low Income Area
48910,Lansing,MI,Low Income Area
48911,Lansing,MI,Low Income Area
48912,Lansing,MI,Low Income Area
48915,Lansing,MI,Low Income Area
48933,Lansing,MI,Low Income Area
48446,Lapeer,MI,HPSA
49064,Lawrence,MI,Low Income Area/HPSA
49065,Lawton,MI,Low Income Area/HPSA
49066,Leonidas,MI,Low Income Area
49655,Leroy,MI,Low Income Area/HPSA
49251,Leslie,MI,HPSA
49755,Levering,MI,Low Income Area/HPSA
49756,Lewiston,MI,Low Income Area/HPSA
48450,Lexington,MI,HPSA
48742,Lincoln,MI,Low Income Area
48146,Lincoln Park,MI,Low Income Area
49252,Litchfield,MI,Low Income Area/HPSA
49833,Little Lake,MI,HPSA
48743,Long Lake,MI,Low Income Area/HPSA
49331,Lowell,MI,HPSA
49331,Lowell,MI,HPSA
49431,Ludington,MI,Low Income Area/HPSA
48635,Lupton,MI,Low Income Area/HPSA
49656,Luther,MI,Low Income Area/HPSA
48636,Luzerne,MI,Low Income Area/HPSA
48851,Lyons,MI,HPSA
49757,Mackinac Island,MI,Low Income Area/HPSA
49701,Mackinaw City,MI,Low Income Area/HPSA
48071,Madison Heights,MI,Low Income Area
49659,Mancelona,MI,Low Income Area/HPSA
48158,Manchester,MI,HPSA
49660,Manistee,MI,Low Income Area/HPSA
49854,Manistique,MI,Low Income Area
49253,Manitou Beach,MI,HPSA
49663,Manton,MI,Low Income Area/HPSA
49067,Marcellus,MI,Low Income Area
49947,Marenisco,MI,Low Income Area/HPSA
48039,Marine City,MI,Low Income Area/HPSA
49665,Marion,MI,Low Income Area/HPSA
48453,Marlette,MI,Low Income Area/HPSA
49435,Marne,MI,HPSA
49855,Marquette,MI,Low Income Area/HPSA
49070,Martin,MI,Low Income Area
48040,Marysville,MI,HPSA
49948,Mass City,MI,Low Income Area/HPSA
48744,Mayville,MI,Low Income Area/HPSA
49657,MC Bain,MI,Low Income Area/HPSA
49853,MC Millan,MI,Low Income Area/HPSA
49436,Mears,MI,Low Income Area/HPSA
49332,Mecosta,MI,Low Income Area/HPSA
48454,Melvin,MI,Low Income Area/HPSA
48122,Melvindale,MI,Low Income Area
48041,Memphis,MI,HPSA
49072,Mendon,MI,Low Income Area
49858,Menominee,MI,Low Income Area/HPSA
48637,Merrill,MI,HPSA
48637,Merrill,MI,HPSA
49667,Merritt,MI,Low Income Area/HPSA
49668,Mesick,MI,Low Income Area/HPSA
49861,Michigamme,MI,Low Income Area/HPSA
49254,Michigan Center,MI,Low Income Area/HPSA
48856,Middleton,MI,Low Income Area/HPSA
48640,Midland,MI,HPSA
48745,Mikado,MI,Low Income Area/HPSA
49759,Millersburg,MI,Low Income Area
48746,Millington,MI,Low Income Area/HPSA
48456,Minden City,MI,Low Income Area/HPSA
48647,Mio,MI,Low Income Area/HPSA
49950,Mohawk,MI,Low Income Area/HPSA
48161,Monroe,MI,Low Income Area
49437,Montague,MI,Low Income Area/HPSA
49255,Montgomery,MI,Low Income Area/HPSA
48457,Montrose,MI,Low Income Area
49760,Moran,MI,Low Income Area/HPSA
49256,Morenci,MI,Low Income Area/HPSA
49336,Morley,MI,Low Income Area/HPSA
48857,Morrice,MI,Low Income Area
48043,Mount Clemens,MI,Low Income Area
48458,Mount Morris,MI,Low Income Area/HPSA
48858,Mount Pleasant,MI,Low Income Area/HPSA
48860,Muir,MI,Low Income Area/HPSA
48861,Mulliken,MI,HPSA
49862,Munising,MI,Low Income Area/HPSA
49259,Munith,MI,HPSA
49440,Muskegon,MI,Low Income Area
49441,Muskegon,MI,Low Income Area
49442,Muskegon,MI,Low Income Area
49444,Muskegon,MI,Low Income Area
49073,Nashville,MI,Low Income Area
48748,National City,MI,Low Income Area/HPSA
49762,Naubinway,MI,Low Income Area/HPSA
49117,New Buffalo,MI,Low Income Area
49446,New Era,MI,Low Income Area/HPSA
49337,Newaygo,MI,Low Income Area/HPSA
49868,Newberry,MI,Low Income Area/HPSA
49120,Niles,MI,Low Income Area
49952,Nisula,MI,Low Income Area/HPSA
49262,North Adams,MI,Low Income Area
48461,North Branch,MI,Low Income Area/HPSA
48049,North Street,MI,HPSA
49870,Norway,MI,Low Income Area
49448,Nunica,MI,HPSA
48237,Oak Park,MI,Low Income Area
48649,Oakley,MI,Low Income Area
48749,Omer,MI,Low Income Area
49765,Onaway,MI,Low Income Area/HPSA
49675,Onekama,MI,Low Income Area/HPSA
49264,Onondaga,MI,Low Income Area/HPSA
49953,Ontonagon,MI,Low Income Area/HPSA
48865,Orleans,MI,Low Income Area/HPSA
48750,Oscoda,MI,Low Income Area/HPSA
49266,Osseo,MI,Low Income Area
49766,Ossineke,MI,Low Income Area/HPSA
48463,Otisville,MI,HPSA
49078,Otsego,MI,Low Income Area
48464,Otter Lake,MI,HPSA
48866,Ovid,MI,Low Income Area
48754,Owendale,MI,Low Income Area
48867,Owosso,MI,Low Income Area
48465,Palms,MI,Low Income Area/HPSA
49268,Palmyra,MI,Low Income Area/HPSA
49768,Paradise,MI,Low Income Area/HPSA
49338,Paris,MI,Low Income Area/HPSA
49269,Parma,MI,HPSA
49079,Paw Paw,MI,HPSA
48466,Peck,MI,Low Income Area/HPSA
49958,Pelkie,MI,Low Income Area/HPSA
49769,Pellston,MI,Low Income Area/HPSA
49449,Pentwater,MI,HPSA
49449,Pentwater,MI,HPSA
48871,Perrinton,MI,Low Income Area/HPSA
49873,Perronville,MI,Low Income Area/HPSA
48872,Perry,MI,Low Income Area
49770,Petoskey,MI,HPSA
48873,Pewamo,MI,HPSA
49774,Pickford,MI,Low Income Area/HPSA
49339,Pierson,MI,Low Income Area/HPSA
48755,Pigeon,MI,Low Income Area
48650,Pinconning,MI,Low Income Area
49271,Pittsford,MI,Low Income Area
49272,Pleasant Lake,MI,HPSA
49775,Pointe aux Pins,MI,Low Income Area/HPSA
48340,Pontiac,MI,Low Income Area
48341,Pontiac,MI,Low Income Area
48342,Pontiac,MI,Low Income Area
48467,Port Austin,MI,Low Income Area
48468,Port Hope,MI,Low Income Area
48060,Port Huron,MI,Low Income Area/HPSA
48469,Port Sanilac,MI,Low Income Area/HPSA
48875,Portland,MI,HPSA
49776,Posen,MI,Low Income Area/HPSA
49874,Powers,MI,Low Income Area/HPSA
48756,Prescott,MI,Low Income Area/HPSA
48651,Prudenville,MI,Low Income Area/HPSA
49450,Pullman,MI,Low Income Area/HPSA
49082,Quincy,MI,Low Income Area/HPSA
49876,Quinnesec,MI,Low Income Area
49676,Rapid City,MI,Low Income Area/HPSA
49878,Rapid River,MI,Low Income Area/HPSA
49451,Ravenna,MI,Low Income Area/HPSA
49274,Reading,MI,Low Income Area/HPSA
48239,Redford,MI,HPSA
49677,Reed City,MI,Low Income Area/HPSA
48757,Reese,MI,HPSA
49340,Remus,MI,Low Income Area/HPSA
49879,Republic,MI,Low Income Area/HPSA
48652,Rhodes,MI,Low Income Area/HPSA
48218,River Rouge,MI,Low Income Area
48877,Riverdale,MI,Low Income Area/HPSA
49277,Rives Junction,MI,Low Income Area/HPSA
49880,Rock,MI,Low Income Area/HPSA
49341,Rockford,MI,HPSA
49342,Rodney,MI,Low Income Area/HPSA
49779,Rogers City,MI,Low Income Area
48174,Romulus,MI,Low Income Area
48653,Roscommon,MI,Low Income Area/HPSA
48654,Rose City,MI,Low Income Area/HPSA
48878,Rosebush,MI,Low Income Area/HPSA
48066,Roseville,MI,Low Income Area
49452,Rothbury,MI,Low Income Area/HPSA
49780,Rudyard,MI,Low Income Area/HPSA
49826,Rumely,MI,Low Income Area/HPSA
48470,Ruth,MI,Low Income Area
48601,Saginaw,MI,Low Income Area/HPSA
48607,Saginaw,MI,Low Income Area/HPSA
48602,Saginaw,MI,Low Income Area
48604,Saginaw,MI,Low Income Area
49881,Sagola,MI,Low Income Area
48079,Saint Clair,MI,HPSA
48656,Saint Helen,MI,Low Income Area/HPSA
49781,Saint Ignace,MI,Low Income Area/HPSA
48879,Saint Johns,MI,HPSA
48880,Saint Louis,MI,Low Income Area/HPSA
49279,Sand Creek,MI,HPSA
49343,Sand Lake,MI,Low Income Area/HPSA
48471,Sandusky,MI,Low Income Area/HPSA
48657,Sanford,MI,HPSA
48881,Saranac,MI,Low Income Area/HPSA
49453,Saugatuck,MI,HPSA
49783,Sault Sainte Marie,MI,Low Income Area/HPSA
49088,Scotts,MI,Low Income Area
49454,Scottville,MI,Low Income Area/HPSA
49679,Sears,MI,Low Income Area/HPSA
48759,Sebewaing,MI,Low Income Area/HPSA
49883,Seney,MI,Low Income Area/HPSA
49455,Shelby,MI,Low Income Area/HPSA
49344,Shelbyville,MI,Low Income Area
48883,Shepherd,MI,HPSA
48883,Shepherd,MI,HPSA
48884,Sheridan,MI,Low Income Area/HPSA
49089,Sherwood,MI,Low Income Area/HPSA
49884,Shingleton,MI,Low Income Area/HPSA
48885,Sidney,MI,Low Income Area/HPSA
48760,Silverwood,MI,Low Income Area/HPSA
48886,Six Lakes,MI,Low Income Area/HPSA
49885,Skandia,MI,HPSA
49885,Skandia,MI,HPSA
49962,Skanee,MI,Low Income Area
48074,Smiths Creek,MI,HPSA
48472,Snover,MI,Low Income Area/HPSA
49126,Sodus,MI,Low Income Area
49680,South Boardman,MI,Low Income Area
48761,South Branch,MI,Low Income Area/HPSA
49090,South Haven,MI,Low Income Area/HPSA
48034,Southfield,MI,Low Income Area
49886,Spalding,MI,Low Income Area/HPSA
49345,Sparta,MI,HPSA
49283,Spring Arbor,MI,HPSA
49456,Spring Lake,MI,HPSA
49284,Springport,MI,Low Income Area/HPSA
48762,Spruce,MI,Low Income Area/HPSA
48658,Standish,MI,Low Income Area
48888,Stanton,MI,Low Income Area/HPSA
49346,Stanwood,MI,Low Income Area/HPSA
49887,Stephenson,MI,Low Income Area/HPSA
48659,Sterling,MI,Low Income Area
48310,Sterling Heights,MI,Low Income Area
49285,Stockbridge,MI,HPSA
49091,Sturgis,MI,Low Income Area
48889,Sumner,MI,Low Income Area/HPSA
48890,Sunfield,MI,HPSA
49682,Suttons Bay,MI,Low Income Area
48763,Tawas City,MI,Low Income Area/HPSA
48180,Taylor,MI,Low Income Area
49092,Tekonsha,MI,Low Income Area/HPSA
49683,Thompsonville,MI,Low Income Area/HPSA
49128,Three Oaks,MI,Low Income Area
49093,Three Rivers,MI,Low Income Area
49965,Toivola,MI,Low Income Area/HPSA
49792,Tower,MI,Low Income Area/HPSA
49684,Traverse City,MI,HPSA
49686,Traverse City,MI,HPSA
49891,Trenary,MI,Low Income Area/HPSA
49967,Trout Creek,MI,Low Income Area/HPSA
49347,Trufant,MI,Low Income Area/HPSA
48765,Turner,MI,Low Income Area/HPSA
49688,Tustin,MI,Low Income Area/HPSA
49457,Twin Lake,MI,Low Income Area/HPSA
48766,Twining,MI,Low Income Area/HPSA
48475,Ubly,MI,Low Income Area/HPSA
49130,Union,MI,Low Income Area
49094,Union City,MI,Low Income Area/HPSA
49129,Union Pier,MI,Low Income Area
48767,Unionville,MI,HPSA
49095,Vandalia,MI,Low Income Area
49795,Vanderbilt,MI,Low Income Area/HPSA
48768,Vassar,MI,Low Income Area/HPSA
48891,Vestaburg,MI,Low Income Area/HPSA
49892,Vulcan,MI,HPSA
49968,Wakefield,MI,Low Income Area/HPSA
49288,Waldron,MI,Low Income Area
49459,Walkerville,MI,Low Income Area/HPSA
49893,Wallace,MI,HPSA
48089,Warren,MI,Low Income Area
48091,Warren,MI,Low Income Area
48328,Waterford,MI,Low Income Area
49969,Watersmeet,MI,Low Income Area/HPSA
49098,Watervliet,MI,Low Income Area
49970,Watton,MI,Low Income Area
48184,Wayne,MI,Low Income Area
48893,Weidman,MI,Low Income Area/HPSA
49894,Wells,MI,Low Income Area
49689,Wellston,MI,Low Income Area/HPSA
48661,West Branch,MI,Low Income Area/HPSA
49460,West Olive,MI,HPSA
48185,Westland,MI,Low Income Area
48186,Westland,MI,Low Income Area
49895,Wetmore,MI,Low Income Area/HPSA
48662,Wheeler,MI,HPSA
48662,Wheeler,MI,HPSA
49349,White Cloud,MI,Low Income Area/HPSA
49099,White Pigeon,MI,Low Income Area
48770,Whittemore,MI,Low Income Area/HPSA
49896,Wilson,MI,Low Income Area/HPSA
49799,Wolverine,MI,Low Income Area/HPSA
48897,Woodland,MI,Low Income Area
49509,Wyoming,MI,Low Income Area
49519,Wyoming,MI,Low Income Area
48097,Yale,MI,Low Income Area/HPSA
48197,Ypsilanti,MI,Low Income Area
48198,Ypsilanti,MI,Low Income Area
49464,Zeeland,MI,HPSA
56510,Ada,MN,Low Income Area/HPSA
56110,Adrian,MN,Low Income Area
56431,Aitkin,MN,Low Income Area/HPSA
56433,Akeley,MN,Low Income Area/HPSA
56307,Albany,MN,HPSA
56307,Albany,MN,HPSA
56007,Albert Lea,MN,Low Income Area/HPSA
55702,Alborn,MN,Low Income Area/HPSA
56009,Alden,MN,HPSA
56434,Aldrich,MN,Low Income Area/HPSA
56308,Alexandria,MN,Low Income Area
56111,Alpha,MN,HPSA
56710,Alvarado,MN,HPSA
56710,Alvarado,MN,HPSA
56711,Angle Inlet,MN,Low Income Area/HPSA
55703,Angora,MN,HPSA
56208,Appleton,MN,Low Income Area/HPSA
56113,Arco,MN,HPSA
56713,Argyle,MN,HPSA
56309,Ashby,MN,Low Income Area/HPSA
55704,Askov,MN,Low Income Area/HPSA
56511,Audubon,MN,HPSA
55705,Aurora,MN,HPSA
55912,Austin,MN,Low Income Area
56114,Avoca,MN,Low Income Area/HPSA
56310,Avon,MN,HPSA
55706,Babbitt,MN,Low Income Area/HPSA
56435,Backus,MN,Low Income Area/HPSA
56714,Badger,MN,HPSA
56714,Badger,MN,HPSA
56621,Bagley,MN,Low Income Area/HPSA
56115,Balaton,MN,HPSA
56115,Balaton,MN,HPSA
56115,Balaton,MN,HPSA
56514,Barnesville,MN,HPSA
56514,Barnesville,MN,HPSA
55707,Barnum,MN,HPSA
56311,Barrett,MN,Low Income Area/HPSA
56210,Barry,MN,Low Income Area
56515,Battle Lake,MN,Low Income Area/HPSA
56623,Baudette,MN,Low Income Area/HPSA
56211,Beardsley,MN,Low Income Area/HPSA
56516,Bejou,MN,Low Income Area/HPSA
56312,Belgrade,MN,Low Income Area/HPSA
56212,Bellingham,MN,Low Income Area/HPSA
56517,Beltrami,MN,HPSA
56601,Bemidji,MN,Low Income Area/HPSA
56626,Bena,MN,Low Income Area/HPSA
56215,Benson,MN,Low Income Area/HPSA
56437,Bertha,MN,Low Income Area/HPSA
56627,Big Falls,MN,Low Income Area/HPSA
56117,Bigelow,MN,Low Income Area
56628,Bigfork,MN,Low Income Area
56118,Bingham Lake,MN,Low Income Area/HPSA
56629,Birchdale,MN,Low Income Area/HPSA
55310,Bird Island,MN,HPSA
55708,Biwabik,MN,Low Income Area/HPSA
56630,Blackduck,MN,Low Income Area/HPSA
56013,Blue Earth,MN,Low Income Area
56518,Bluffton,MN,Low Income Area/HPSA
56519,Borup,MN,Low Income Area/HPSA
55709,Bovey,MN,Low Income Area
56314,Bowlus,MN,HPSA
56314,Bowlus,MN,HPSA
56218,Boyd,MN,Low Income Area/HPSA
55006,Braham,MN,HPSA
55006,Braham,MN,HPSA
56401,Brainerd,MN,Low Income Area/HPSA
56520,Breckenridge,MN,Low Income Area
56119,Brewster,MN,HPSA
56014,Bricelyn,MN,Low Income Area/HPSA
55602,Brimson,MN,HPSA
55710,Britt,MN,HPSA
55007,Brook Park,MN,Low Income Area/HPSA
56715,Brooks,MN,HPSA
55711,Brookston,MN,Low Income Area/HPSA
56316,Brooten,MN,Low Income Area/HPSA
56438,Browerville,MN,Low Income Area/HPSA
56219,Browns Valley,MN,Low Income Area/HPSA
55712,Bruno,MN,HPSA
55314,Buffalo Lake,MN,HPSA
56318,Burtrum,MN,Low Income Area/HPSA
55921,Caledonia,MN,Low Income Area
56521,Callaway,MN,Low Income Area/HPSA
56522,Campbell,MN,HPSA
55922,Canton,MN,Low Income Area
55717,Canyon,MN,HPSA
55718,Carlton,MN,HPSA
56633,Cass Lake,MN,Low Income Area/HPSA
56122,Chandler,MN,Low Income Area/HPSA
55719,Chisholm,MN,Low Income Area/HPSA
56440,Clarissa,MN,Low Income Area/HPSA
56223,Clarkfield,MN,Low Income Area
56634,Clearbrook,MN,Low Income Area/HPSA
55320,Clearwater,MN,HPSA
56224,Clements,MN,Low Income Area
56523,Climax,MN,HPSA
56225,Clinton,MN,Low Income Area
56524,Clitherall,MN,Low Income Area/HPSA
56226,Clontarf,MN,HPSA
55720,Cloquet,MN,Low Income Area/HPSA
55321,Cokato,MN,Low Income Area
56320,Cold Spring,MN,HPSA
56019,Comfrey,MN,HPSA
56525,Comstock,MN,HPSA
56020,Conger,MN,HPSA
55723,Cook,MN,HPSA
56227,Correll,MN,Low Income Area
55724,Cotton,MN,HPSA
55724,Cotton,MN,HPSA
55725,Crane Lake,MN,Low Income Area/HPSA
55726,Cromwell,MN,Low Income Area/HPSA
56716,Crookston,MN,Low Income Area/HPSA
56441,Crosby,MN,Low Income Area
56123,Currie,MN,HPSA
56443,Cushing,MN,Low Income Area/HPSA
56324,Dalton,MN,HPSA
56230,Danube,MN,HPSA
56231,Danvers,MN,HPSA
56022,Darfur,MN,Low Income Area
56232,Dawson,MN,Low Income Area/HPSA
56527,Deer Creek,MN,Low Income Area/HPSA
56636,Deer River,MN,Low Income Area/HPSA
56444,Deerwood,MN,Low Income Area/HPSA
56023,Delavan,MN,Low Income Area/HPSA
56528,Dent,MN,Low Income Area/HPSA
56501,Detroit Lakes,MN,Low Income Area/HPSA
56720,Donaldson,MN,HPSA
56125,Dovray,MN,HPSA
55802,Duluth,MN,Low Income Area
55805,Duluth,MN,Low Income Area
55806,Duluth,MN,Low Income Area
55807,Duluth,MN,Low Income Area
55808,Duluth,MN,Low Income Area
55812,Duluth,MN,Low Income Area
55803,Duluth,MN,HPSA
56236,Dumont,MN,Low Income Area/HPSA
56446,Eagle Bend,MN,Low Income Area/HPSA
56721,East Grand Forks,MN,HPSA
56025,Easton,MN,HPSA
55329,Eden Valley,MN,HPSA
56128,Edgerton,MN,Low Income Area/HPSA
56639,Effie,MN,Low Income Area/HPSA
56531,Elbow Lake,MN,Low Income Area/HPSA
56533,Elizabeth,MN,HPSA
56129,Ellsworth,MN,Low Income Area
55731,Ely,MN,Low Income Area/HPSA
55732,Embarrass,MN,HPSA
55732,Embarrass,MN,HPSA
55732,Embarrass,MN,HPSA
56447,Emily,MN,Low Income Area
56029,Emmons,MN,HPSA
56534,Erhard,MN,HPSA
56535,Erskine,MN,Low Income Area/HPSA
56722,Euclid,MN,HPSA
56326,Evansville,MN,HPSA
55734,Eveleth,MN,Low Income Area/HPSA
55332,Fairfax,MN,Low Income Area/HPSA
56031,Fairmont,MN,Low Income Area
55021,Faribault,MN,Low Income Area
56641,Federal Dam,MN,Low Income Area/HPSA
56537,Fergus Falls,MN,Low Income Area/HPSA
56540,Fertile,MN,HPSA
56540,Fertile,MN,HPSA
55735,Finlayson,MN,Low Income Area/HPSA
56723,Fisher,MN,HPSA
56328,Flensburg,MN,HPSA
55736,Floodwood,MN,Low Income Area/HPSA
56329,Foley,MN,HPSA
55738,Forbes,MN,Low Income Area/HPSA
56330,Foreston,MN,Low Income Area
56449,Fort Ripley,MN,HPSA
56542,Fosston,MN,Low Income Area/HPSA
55333,Franklin,MN,Low Income Area/HPSA
56544,Frazee,MN,Low Income Area/HPSA
56032,Freeborn,MN,HPSA
56331,Freeport,MN,HPSA
56331,Freeport,MN,HPSA
56033,Frost,MN,Low Income Area
56131,Fulda,MN,Low Income Area/HPSA
56450,Garrison,MN,Low Income Area/HPSA
56132,Garvin,MN,HPSA
56132,Garvin,MN,HPSA
56545,Gary,MN,Low Income Area/HPSA
56724,Gatzke,MN,HPSA
55334,Gaylord,MN,Low Income Area
55741,Gilbert,MN,Low Income Area/HPSA
56644,Gonvick,MN,Low Income Area/HPSA
55742,Goodland,MN,Low Income Area
56725,Goodridge,MN,HPSA
56240,Graceville,MN,Low Income Area
55604,Grand Marais,MN,HPSA
55605,Grand Portage,MN,HPSA
56241,Granite Falls,MN,Low Income Area/HPSA
55030,Grasston,MN,Low Income Area/HPSA
56726,Greenbush,MN,HPSA
56336,Grey Eagle,MN,HPSA
56336,Grey Eagle,MN,HPSA
56727,Grygla,MN,Low Income Area/HPSA
56646,Gully,MN,Low Income Area/HPSA
56452,Hackensack,MN,Low Income Area/HPSA
56728,Hallock,MN,HPSA
56729,Halma,MN,Low Income Area/HPSA
56548,Halstad,MN,Low Income Area/HPSA
56244,Hancock,MN,Low Income Area/HPSA
56041,Hanska,MN,HPSA
56134,Hardwick,MN,HPSA
55939,Harmony,MN,Low Income Area
56042,Hartland,MN,HPSA
55342,Hector,MN,HPSA
56136,Hendricks,MN,HPSA
56550,Hendrum,MN,Low Income Area/HPSA
56551,Henning,MN,Low Income Area/HPSA
55036,Henriette,MN,HPSA
56248,Herman,MN,Low Income Area/HPSA
56137,Heron Lake,MN,HPSA
56137,Heron Lake,MN,HPSA
56453,Hewitt,MN,Low Income Area/HPSA
55746,Hibbing,MN,Low Income Area/HPSA
55748,Hill City,MN,Low Income Area
56338,Hillman,MN,HPSA
56338,Hillman,MN,HPSA
56138,Hills,MN,Low Income Area
55037,Hinckley,MN,Low Income Area/HPSA
56647,Hines,MN,Low Income Area/HPSA
56552,Hitterdal,MN,HPSA
56339,Hoffman,MN,Low Income Area/HPSA
56340,Holdingford,MN,HPSA
56340,Holdingford,MN,HPSA
56139,Holland,MN,HPSA
56139,Holland,MN,HPSA
56249,Holloway,MN,Low Income Area/HPSA
55749,Holyoke,MN,HPSA
55749,Holyoke,MN,HPSA
55606,Hovland,MN,HPSA
55349,Howard Lake,MN,Low Income Area
55750,Hoyt Lakes,MN,HPSA
55350,Hutchinson,MN,HPSA
56649,International Falls,MN,Low Income Area
56141,Iona,MN,Low Income Area/HPSA
55751,Iron,MN,HPSA
56455,Ironton,MN,Low Income Area
56342,Isle,MN,Low Income Area/HPSA
56142,Ivanhoe,MN,HPSA
56143,Jackson,MN,Low Income Area/HPSA
55752,Jacobson,MN,Low Income Area
56144,Jasper,MN,Low Income Area/HPSA
56145,Jeffers,MN,Low Income Area/HPSA
56669,Kabetogama,MN,HPSA
56669,Kabetogama,MN,HPSA
56146,Kanaranzi,MN,Low Income Area
56732,Karlstad,MN,Low Income Area/HPSA
56650,Kelliher,MN,Low Income Area/HPSA
56733,Kennedy,MN,HPSA
56147,Kenneth,MN,HPSA
56252,Kerkhoven,MN,Low Income Area/HPSA
55756,Kerrick,MN,HPSA
55756,Kerrick,MN,HPSA
